"nxtbrth1","nxtbrth2","rminor","cpermpg","stfloca","chngloca","blngloca","chatnb","ccnthum","ccrdprs","wrclmch","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcla","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imacflp","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","vteurmmb","vteubcmb","hhmmb","hhmmb15","gndr","mbrn","yrbrn","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","mbrn2","mbrn3","mbrn4","mbrn5","mbrn6","mbrn7","mbrn8","mbrn9","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","chldhhe","domicil","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctrb","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hincfilt","hinctnta","hincfel","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","wkhtotp","emprf14","occf14b","emprm14","occm14b","atncrse","optftr","fltdpr","slprl","wrhpp","fltlnl","enjlf","fltsd","cldgng","enrglot","fltanx","fltpcfl","lchshcp","dngval","hrmcnt","pplahlp","trtrsp","tnapsur","sedirlf","rehlppl","prhlppl","dgwtva","achgoal","flsfsec","clcnppl","clcnpla","dprfgd","acqcomp","kndhtm","hrmlife","dstpwir","hlpprct","ogendas","wbwlkpl","runtint","qfimedu","qfimlng","qfimchr","qfimwht","imtcjob","imbleco","imwbcrm","imdetbs","imdetmr","shrrfg","rfgawrk","gvrfgap","rfgdtcn","noimbro","gvtrimg","rlgueim","dfegcf","dfegcon","dfeghbg","etglint","etghwrk","cultbtr","prtnclt","aljewlv","almuslv","admim","alcewr","alceup","almmewr","almmeup","ipdopin","ipstst","ipplea","ipnpea","ipbesuc","ipetrju","ippoco","iphumb","ipprenv","ipnhum","ipnexp","iphppcl","ipwlth","ipprsaf","iptlppl","ipnvreg","ipmadec","ipftrad","ippconf","ipacrec","scresuq","scresrla","scastqc","scawhp","scasd","scappil","scaorel","scanrel","scafw","scanap","scana","sckaun","sckaacc","sckard","sckarhm","sckadec","sckareq","sckaoth","sckanap","sckana","recon","scmpqst","decnum","mode","idno","cntry","inwds","ainws","einwe"
6,9,9,9,7,7,4,9,5,8,2,738,1,6274,2,99,6,4,5,5,8,2,99,77,99,0,5,7,4,9,8,7,2,2,7,2,8,9,1,8,77,7,7,1,5,99,99,5,2,4,1,88,4,7,9,7,2,3,3,88,3,99,99,1,9,7,7,1,7,6,3,9,1,7,7,4,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,6666,9,8,7,2,88,97,25,5,147,3992,8,8,9,1,2,6,2,8,99,88,66,77,77,77,99,99,6666,7777,6666,6666,6666,6666,9999,9999,5,2,2,77,2,4,6,3,2,9,1,5,2,9,17,0,0,0,1,0,0,0,0,1,0,0,0,66,6,8,8888,9,77777,3,3,9,66666,4,5,888,666,66,1,7,9,7,8,4,9,2,7,1,0,0,1,1,1,1,0,1,0,0,0,1,4,6,1,777,3,7,8,5,8,9,4,7,9,8,4,8,1,2,2,1,5,8,7,0,5,0,5,6,8,1,7,7,9,9,8,6,1,1,4,9,1,9,8,10,3,9,3,3,88,77,2,10,4,2,5,3,802,7,8,8,88,3,9,1,1,3,3,4,9,4,9,7,8,9,5,6,4,2,6,1,3,4,6,2,4,2,4,5,6,8,6,2,6,3,2,9,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,4,NA,345,9,401559,"NL","24-01-2025 08:27:33","24-01-2025 08:27:33","24-01-2025 09:09:46"
2,1,9,2,5,3,1,9,77,4,1,1330,2,8827,1,2,0,3,9,1,4,1,6,9,99,4,3,5,10,2,2,2,1,8,2,8,2,9,8,3,6,88,5,2,77,4,7,2,9,9,2,6,2,9,8,8,2,8,3,8,99,0,6,2,5,9,3,1,9,10,0,9,8,1,99,88,8,0,1,0,1,0,1,1,0,1,1,0,0,0,0,7,9,9999,7,2,7,99,99,75,80,1,338,7893,1,7,2,9,9,2,7,9,99,99,88,88,77,66,99,77,8888,9999,9999,6666,6666,8888,8888,7777,77,99,3,3,5,77,2,77,99,2,7,77,2,1,52,1,1,0,0,1,1,0,1,0,0,0,1,99,9,7,8888,8,77777,6,6,7,77777,3,4,555,999,6,7,7,2,6,2,77,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3,7,3,666,8,88,9,9,8,9,3,3,3,3,1,1,3,7,8,9,5,3,2,2,3,10,6,4,1,3,7,2,8,2,2,5,5,1,1,8,9,5,3,9,0,6,7,0,4,6,8,6,4,4,7,3,84,5,8,7,6,10,3,1,4,8,4,1,4,2,8,6,8,4,5,6,1,9,3,3,3,6,3,2,3,4,7,2,5,6,1,5,2,4,9,9,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,9,NA,NA,2,401560,"GB","06-02-2025 08:41:59","06-02-2025 08:41:59","06-02-2025 10:52:22"
2,6,2,2,8,7,0,6,5,0,8,8138,2,7478,77,88,88,1,2,3,8,5,10,9,0,10,77,99,10,1,8,9,9,8,9,7,9,2,8,7,3,9,6,10,8,2,3,2,4,4,2,10,7,1,2,8,1,8,2,77,88,2,5,3,8,2,3,9,1,0,2,7,8,7,77,6,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,9,1,9999,8,8,9,55,44,3,95,1,313,7127,9,1,9,7,9,7,1,1,66,66,77,99,66,77,88,88,9999,8888,8888,7777,9999,7777,7777,6666,88,77,1,2,3,4,66,77,99,7,2,1,9,3,93,0,1,1,1,1,0,1,0,0,0,0,1,1,1,7,9999,7,88888,6,8,2,88888,0,0,666,777,5,1,7,8,2,1,1,3,3,7,0,1,0,0,1,0,0,0,1,0,0,0,0,6,6,6,999,9,99,3,8,7,9,1,2,3,1,3,8,2,1,1,3,8,7,4,5,8,99,2,9,7,1,4,2,1,2,1,5,3,1,4,7,2,2,8,10,1,1,2,1,2,7,0,77,5,8,3,4,866,9,3,3,3,5,7,7,9,1,2,2,9,9,4,9,4,6,4,1,7,2,1,2,2,4,6,1,4,1,2,3,9,7,3,3,1,6,9,2,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,NA,NA,9,401561,"GB","02-02-2025 06:35:03","02-02-2025 06:35:03","02-02-2025 07:20:42"
1,9,1,4,5,1,1,7,3,88,6,8631,2,1076,0,6,77,1,8,9,3,9,6,0,4,10,2,4,3,8,7,2,8,2,2,8,2,2,9,3,88,4,99,99,9,7,2,3,3,5,1,3,1,7,1,7,8,7,6,7,88,4,5,99,7,1,7,9,7,3,8,2,9,10,5,99,8,1,1,0,0,0,1,0,0,0,1,0,0,0,1,7,2,6666,8,9,9,88,1,33,63,6,261,4542,1,6,8,2,6,8,7,9,88,77,66,77,88,77,88,99,8888,8888,9999,7777,7777,7777,7777,7777,2,4,6,4,66,6,3,6,3,6,8,66,1,8,39,1,0,1,0,1,0,0,0,0,0,0,0,7,8,6,7777,3,99999,9,6,2,99999,10,3,666,999,1,9,7,9,7,8,2,1,3,3,0,0,1,0,1,1,0,0,0,0,1,0,1,88,1,1,777,9,4,8,77,9,9,4,1,9,9,8,2,4,1,2,9,7,9,4,5,7,88,3,5,4,4,2,0,7,8,5,9,2,6,2,8,7,2,9,7,10,77,10,99,5,9,7,2,2,4,2,8,78,7,4,3,5,77,1,9,4,2,8,2,9,9,1,9,2,3,4,1,9,6,2,2,3,2,1,6,5,7,6,4,4,1,3,1,2,6,1,6,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,5,NA,NA,1,401562,"NL","18-02-2025 08:51:29","18-02-2025 08:51:29","18-02-2025 11:15:48"
2,6,2,6,3,1,4,9,99,9,8,1354,8,5244,1,4,5,7,1,8,5,1,3,4,77,1,10,77,6,3,7,1,1,8,7,8,7,8,9,9,2,1,9,5,6,99,99,3,9,9,3,99,5,7,9,4,9,7,77,4,4,3,3,99,7,9,2,1,7,8,4,9,2,1,88,77,7,0,0,1,1,0,1,1,0,1,0,0,0,1,0,7,9,7777,8,9,2,88,77,49,83,5,182,3807,7,2,7,2,9,2,2,8,77,88,99,77,77,99,77,88,8888,7777,6666,9999,6666,6666,7777,9999,3,88,99,3,6,1,66,6,5,6,9,4,6,2,84,1,0,1,1,1,1,1,0,0,0,0,0,88,6,9,7777,1,77777,9,8,6,99999,8,5,555,666,99,7,9,2,8,1,5,3,9,9,1,1,1,0,0,0,1,0,1,0,1,0,1,2,2,2,999,7,99,2,1,8,9,8,3,7,9,7,8,8,9,9,9,3,2,2,7,2,77,5,7,6,2,7,8,0,5,3,1,3,2,8,3,2,7,4,6,88,6,99,99,9,6,8,4,5,3,9,9,554,8,1,8,6,0,9,8,9,8,1,7,2,3,4,6,9,7,2,4,6,1,4,1,5,3,4,3,6,6,6,2,1,9,6,5,1,3,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,7,NA,NA,2,401563,"NL","17-01-2025 05:06:01","17-01-2025 05:06:01","17-01-2025 07:02:46"
6,1,1,9,2,8,8,7,4,4,9,6419,9,8082,10,88,0,9,3,3,7,2,4,8,0,0,1,77,5,3,8,1,2,2,7,1,7,8,8,2,3,9,5,2,88,10,0,4,9,2,3,7,1,5,1,4,2,7,1,88,88,77,4,0,2,1,3,8,9,88,6,7,2,4,99,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,9,8888,1,7,9,88,77,38,12,4,107,3806,7,6,2,6,1,7,1,7,66,66,99,77,66,99,88,99,6666,8888,9999,6666,8888,7777,8888,6666,99,1,99,5,88,4,5,99,6,6,1,1,1,2,76,1,0,0,1,0,0,1,0,1,0,0,0,9,2,9,7777,6,88888,6,4,2,66666,1,7,999,999,88,8,1,8,7,1,88,1,77,8,0,1,1,1,1,1,0,0,0,0,0,0,1,9,8,2,777,9,4,2,99,8,9,1,9,8,3,4,9,9,7,8,2,4,3,5,1,1,10,1,5,9,9,8,5,4,6,1,4,9,1,7,2,9,8,9,88,77,3,5,9,10,3,0,10,4,7,4,2,537,2,2,7,1,1,2,1,3,9,9,4,9,2,1,7,8,3,1,4,5,6,1,3,2,8,5,5,6,5,6,5,3,6,3,2,5,2,2,9,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,3,NA,NA,4,401564,"GB","26-01-2025 12:25:42","26-01-2025 12:25:42","26-01-2025 13:37:48"
2,1,6,2,9,1,0,8,1,0,9,84,2,5381,77,2,7,3,3,7,9,8,99,7,6,3,88,9,9,2,2,9,9,2,8,2,1,2,2,9,10,99,10,1,88,9,99,8,1,8,3,3,3,1,9,2,3,8,88,2,4,1,77,77,1,7,7,8,8,77,5,2,2,5,5,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,9,2,7777,1,8,9,44,88,44,69,3,322,7155,2,2,7,9,1,9,7,6,99,99,77,77,88,66,77,77,9999,6666,7777,6666,7777,6666,7777,8888,77,6,99,88,6,5,3,4,5,2,1,99,8,5,85,0,0,1,1,1,0,1,0,0,0,0,1,4,6,8,8888,2,66666,7,5,6,88888,5,88,888,666,77,2,8,1,2,9,7,3,99,7,1,0,0,1,1,1,1,1,0,0,0,0,0,9,9,2,888,3,9,2,66,9,9,9,4,8,8,4,7,4,1,8,4,3,1,9,3,2,2,3,8,5,2,0,6,6,5,9,4,3,9,3,8,4,1,3,4,0,88,9,99,5,10,5,6,8,7,8,3,101,6,6,9,4,9,4,9,1,1,9,1,4,9,9,6,8,6,1,1,1,6,3,5,4,5,3,7,3,2,4,6,2,2,1,2,1,4,3,9,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,4,NA,NA,3,401565,"NL","23-02-2025 10:51:05","23-02-2025 10:51:05","23-02-2025 12:44:29"
1,9,1,5,2,8,4,3,4,0,4,5975,8,2208,8,99,3,4,5,5,7,7,10,77,7,2,88,4,99,8,9,1,1,1,8,7,2,7,7,4,8,77,10,77,10,0,6,5,1,5,5,4,8,3,8,7,7,9,4,10,10,88,3,2,1,9,9,9,2,77,8,1,1,7,88,88,7,1,0,0,1,0,1,1,0,0,1,0,0,0,0,2,7,6666,2,7,8,65,33,23,85,7,364,6702,8,6,6,8,7,7,2,1,66,77,66,66,99,88,77,66,9999,6666,8888,7777,6666,7777,7777,6666,5,3,4,1,99,1,1,2,88,9,9,66,9,2,9,0,0,0,1,1,0,1,1,1,0,0,0,9,2,6,7777,1,88888,6,8,9,77777,9,8,777,888,77,8,9,9,7,1,1,2,9,9,0,0,1,1,1,1,1,1,0,0,0,0,1,88,6,7,666,8,66,8,66,2,9,4,7,7,7,1,2,8,7,9,3,5,2,9,6,6,4,1,3,0,9,8,6,6,3,9,8,1,2,9,8,4,2,4,10,0,99,5,5,8,77,9,9,7,3,5,1,946,2,9,2,77,4,2,4,3,8,4,8,9,2,9,3,1,5,9,9,2,8,6,2,4,1,5,6,4,1,4,2,1,8,3,9,5,2,5,9,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,8,NA,NA,1,401566,"NL","15-02-2025 02:04:27","15-02-2025 02:04:27","15-02-2025 04:02:05"
6,6,6,5,9,1,0,1,5,2,2,8523,2,1400,8,8,88,4,4,8,4,2,10,3,77,4,3,88,2,8,1,1,2,2,7,2,8,8,7,7,99,3,3,10,3,3,9,1,7,7,3,2,7,9,4,1,7,8,1,1,1,0,88,99,9,1,3,2,1,10,6,1,7,7,3,99,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,7,7,7777,9,9,2,44,88,87,11,6,96,3843,7,7,9,1,6,9,7,1,77,77,77,99,88,99,77,99,9999,8888,8888,9999,6666,6666,8888,7777,2,88,66,99,3,1,66,6,66,1,8,2,8,2,88,0,1,1,0,1,0,1,1,0,0,0,1,9,6,1,7777,6,66666,6,7,9,99999,1,2,555,999,4,7,1,9,1,1,88,9,7,8,1,0,1,0,1,1,1,0,1,0,1,0,0,4,2,1,666,8,1,1,4,2,3,4,4,9,9,7,7,9,3,2,2,9,7,7,7,7,7,99,6,3,4,2,2,7,6,4,4,4,7,1,3,8,1,4,7,1,5,0,7,99,4,88,3,7,8,1,4,87,4,1,8,7,2,7,9,1,4,9,7,4,6,7,8,7,4,2,8,5,3,1,1,3,3,9,4,4,3,3,5,6,1,2,6,1,6,5,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,2,NA,NA,2,401567,"GB","06-02-2025 22:04:51","06-02-2025 22:04:51","07-02-2025 00:07:58"
1,1,1,8,4,9,3,7,99,7,7,6649,7,799,8,7,1,3,7,3,4,8,3,9,9,0,9,10,5,2,2,7,1,9,9,8,2,8,1,2,7,4,4,0,5,6,2,1,5,1,9,9,9,9,1,9,3,7,77,8,4,7,5,3,8,7,3,4,7,9,9,1,7,4,88,7,7,1,1,1,1,1,1,0,0,1,0,0,0,0,1,2,8,6666,7,1,8,1,44,54,80,7,31,3138,1,1,2,9,9,8,6,1,88,77,99,66,77,88,66,99,9999,8888,8888,7777,8888,9999,6666,8888,77,77,5,99,3,3,2,88,77,2,7,1,9,3,73,0,1,0,0,0,0,1,0,0,0,0,1,7,6,7,8888,9,77777,9,2,8,77777,8,1,999,777,99,6,7,2,9,2,6,9,9,2,0,0,0,0,1,0,1,1,1,0,0,0,0,66,8,3,777,4,6,3,1,9,2,9,8,7,3,4,4,4,3,3,4,3,9,4,5,0,10,3,9,9,3,4,9,4,8,4,0,6,3,9,3,8,5,8,7,8,9,77,6,99,9,10,9,9,7,3,3,886,2,10,3,7,66,1,3,1,2,2,4,1,8,2,9,3,3,2,2,7,3,4,8,5,6,5,5,3,5,6,5,3,2,1,1,4,3,9,6,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,8,NA,NA,2,401568,"GB","16-01-2025 08:11:27","16-01-2025 08:11:27","16-01-2025 09:06:56"
9,9,6,3,2,8,8,7,2,9,5,1698,1,1933,0,10,1,8,8,5,7,5,6,8,6,0,1,2,99,7,2,9,7,1,9,7,9,7,2,9,77,10,77,77,7,88,10,1,9,7,5,2,7,9,2,4,3,8,9,5,0,9,4,4,5,7,4,3,2,5,8,7,8,88,3,77,8,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,2,9999,1,7,2,55,44,12,58,1,182,5892,7,1,7,6,6,2,8,2,77,66,99,77,99,77,88,77,9999,8888,9999,9999,7777,8888,6666,9999,3,77,1,5,3,88,5,77,99,7,1,2,8,7,57,1,0,0,0,0,0,1,0,1,0,0,0,2,7,9,7777,6,66666,7,2,6,99999,8,4,999,999,5,7,1,7,7,7,7,3,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,3,8,6,777,9,88,4,99,7,5,3,8,4,9,4,2,8,9,1,1,3,4,9,7,4,6,2,2,4,6,2,8,3,6,1,7,7,1,7,1,7,5,7,6,99,7,3,88,88,8,5,77,4,8,1,5,678,9,1,9,77,99,3,9,7,7,3,2,3,7,4,9,7,5,3,5,5,2,3,2,3,4,4,1,5,2,3,2,3,1,2,5,3,1,2,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,5,NA,NA,4,401569,"GB","30-01-2025 06:15:39","30-01-2025 06:15:39","30-01-2025 07:02:50"
6,9,2,3,3,4,4,4,1,66,4,4713,8,5024,0,5,9,9,2,2,3,2,2,4,77,3,9,7,10,7,7,8,2,2,9,8,9,8,8,1,8,5,3,1,1,77,0,3,8,7,1,9,1,7,8,7,1,2,77,5,1,4,99,99,1,8,3,2,1,9,1,8,6,10,99,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,7,2,7777,9,1,2,77,2,29,15,7,8,3659,2,1,7,9,6,9,2,8,66,88,77,77,88,99,88,88,8888,9999,8888,6666,8888,7777,8888,8888,5,6,99,4,88,88,88,99,66,1,2,66,9,1,53,0,1,0,1,1,1,1,1,1,0,0,1,66,9,6,8888,1,77777,9,7,6,66666,7,9,777,999,5,9,8,6,9,7,4,9,1,8,0,1,0,1,1,0,0,1,0,0,1,0,0,77,1,1,999,4,4,1,66,9,9,2,8,7,1,2,4,1,7,7,1,5,5,0,5,2,10,88,0,8,5,0,9,4,2,8,2,1,5,3,4,4,3,4,5,8,88,99,7,7,3,3,7,9,4,8,1,725,7,8,2,6,3,2,7,7,9,8,7,3,7,1,6,6,1,8,6,6,1,5,4,9,4,7,4,1,6,5,9,2,3,1,1,4,3,4,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,NA,NA,9,401570,"NL","03-02-2025 16:06:49","03-02-2025 16:06:49","03-02-2025 18:36:17"
1,6,6,9,1,9,6,8,55,9,2,4882,4,4149,8,6,2,8,9,7,7,1,1,77,1,1,88,6,4,9,8,2,7,1,2,8,9,7,9,8,0,4,10,2,4,2,88,5,1,1,7,4,5,4,1,1,2,7,8,1,4,88,5,77,8,2,1,9,9,1,1,7,1,4,88,6,7,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,9,9999,2,8,7,55,99,71,92,8,435,9439,8,9,2,9,2,9,9,1,88,66,66,99,99,66,99,88,6666,6666,6666,6666,9999,6666,6666,8888,66,88,88,5,66,2,5,66,2,6,2,1,8,4,5,0,0,1,0,1,1,1,0,1,0,0,1,66,8,7,7777,1,77777,6,6,7,77777,10,3,888,777,6,8,2,7,8,9,88,2,8,2,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,9,999,2,99,9,7,9,9,3,2,9,3,4,1,7,2,4,8,2,9,6,0,7,6,0,4,8,1,5,9,7,0,3,9,2,1,2,9,9,4,1,88,7,7,88,9,5,4,10,2,5,8,1,9,377,2,8,7,99,88,1,4,7,4,4,8,1,8,8,1,7,5,2,3,1,4,9,2,2,5,5,6,6,5,5,1,1,6,4,1,5,4,1,9,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,NA,NA,4,401571,"NL","05-02-2025 02:26:46","05-02-2025 02:26:46","05-02-2025 04:43:07"
2,9,9,8,2,8,3,5,1,5,1,2042,5,6548,1,5,0,1,1,9,9,7,10,8,77,88,2,7,8,1,7,8,2,9,9,8,2,9,9,6,9,2,6,8,6,88,6,3,8,4,8,7,4,7,3,3,3,8,77,9,10,8,7,4,4,7,3,2,2,0,6,9,8,6,1,88,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9,1,7777,1,8,1,77,2,79,62,8,28,2555,1,9,9,9,2,6,6,9,77,77,66,77,77,66,99,88,8888,8888,8888,6666,8888,9999,9999,7777,99,1,66,88,5,1,77,4,6,9,8,6,9,3,34,1,0,1,1,1,1,1,0,1,0,0,1,99,7,8,7777,1,66666,3,1,9,99999,1,10,777,777,5,9,1,9,8,3,6,1,5,4,0,1,1,0,1,1,1,0,0,0,0,0,0,7,8,7,999,3,9,8,2,1,4,1,2,8,9,7,3,3,1,7,1,2,2,0,9,1,0,77,2,4,5,9,9,6,4,2,6,3,6,5,1,1,3,8,0,1,1,77,2,88,99,0,77,3,8,4,9,591,6,7,7,6,1,3,3,4,2,3,1,1,4,7,4,8,4,4,3,1,5,7,1,4,2,6,1,1,5,4,2,4,1,6,1,2,1,9,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,7,NA,NA,9,401572,"NL","13-02-2025 03:12:27","13-02-2025 03:12:27","13-02-2025 05:06:29"
2,9,2,7,7,7,1,3,5,2,6,5852,7,603,5,2,6,1,1,5,7,5,9,1,1,0,7,3,8,3,7,1,7,1,7,7,7,8,8,6,0,88,7,4,99,0,9,8,4,5,4,8,7,5,1,1,8,3,4,5,3,4,5,4,9,1,7,1,9,6,4,1,1,77,5,7,7,1,1,1,0,1,1,1,0,1,1,0,0,1,1,7,8,8888,1,2,7,99,2,72,3,1,310,4457,8,2,2,8,8,2,7,1,66,66,77,88,88,88,99,77,9999,7777,6666,7777,8888,8888,7777,8888,99,2,1,6,77,6,77,99,2,8,7,3,2,4,13,1,1,1,1,1,1,1,0,1,0,0,0,6,9,7,9999,8,88888,3,9,1,66666,77,10,999,888,6,1,1,1,2,9,2,3,10,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,6,666,1,8,8,3,8,9,7,7,4,7,2,2,4,2,9,8,8,1,3,1,7,9,10,4,1,3,1,9,0,4,4,1,2,4,5,2,3,1,4,8,4,5,3,10,3,8,77,9,3,2,7,7,66,5,99,9,3,2,4,4,3,1,7,2,2,3,6,2,3,5,3,6,6,6,4,3,8,5,1,2,4,3,4,5,6,1,7,5,6,6,9,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5,NA,NA,2,401573,"GB","31-01-2025 21:00:25","31-01-2025 21:00:25","31-01-2025 23:59:15"
2,9,9,3,7,7,5,7,77,2,5,1802,3,301,6,3,8,9,4,5,4,8,88,10,88,2,1,8,2,2,7,8,7,7,1,8,7,7,1,9,10,88,2,2,6,2,7,1,8,2,3,3,8,7,4,4,1,2,7,6,8,88,2,3,8,1,8,4,8,1,3,2,7,6,1,88,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,8888,1,9,9,1,88,92,16,3,309,9876,6,2,8,6,1,9,7,6,88,99,66,88,99,66,99,99,9999,8888,9999,8888,6666,8888,7777,8888,5,5,4,77,66,2,99,1,2,2,9,66,6,8,7,1,1,0,0,1,0,0,0,0,0,0,1,4,7,1,7777,6,66666,8,7,6,66666,1,9,999,666,1,6,8,6,2,1,88,3,9,9,1,0,1,0,1,0,1,1,0,0,1,0,0,3,7,6,666,7,1,2,7,9,9,9,4,1,7,9,1,7,8,3,7,3,8,8,4,3,6,4,5,1,2,6,4,9,0,3,5,5,2,8,7,7,4,3,3,7,6,5,7,3,5,0,7,2,4,2,7,847,8,88,3,5,9,9,1,9,2,4,4,1,6,4,6,4,1,3,4,3,5,6,2,8,2,3,3,3,8,5,6,3,5,5,6,4,2,9,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4,NA,NA,2,401574,"GB","21-01-2025 17:02:52","21-01-2025 17:02:52","21-01-2025 18:26:51"
9,6,2,7,9,8,3,8,77,8,7,2199,7,3892,6,77,99,4,9,1,8,9,7,4,5,2,2,88,88,2,9,2,8,8,7,8,1,2,1,9,4,4,77,0,9,6,4,4,5,2,9,10,1,3,7,1,3,2,9,10,7,0,5,3,7,2,7,3,3,2,99,8,2,8,6,4,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,8,7,9999,8,2,1,88,33,46,95,3,88,7806,1,1,2,8,7,6,2,6,66,99,77,99,99,88,77,88,8888,6666,8888,9999,7777,8888,9999,9999,77,77,99,4,5,6,66,3,99,8,9,3,7,3,96,0,1,1,1,0,0,1,0,1,0,0,0,3,1,7,7777,3,88888,6,1,9,88888,1,2,666,999,6,6,1,9,2,7,6,9,77,4,0,0,0,0,1,1,1,0,0,0,1,0,0,6,2,3,888,4,3,2,9,1,9,8,7,8,4,7,4,1,2,7,7,8,9,5,3,8,99,2,1,4,0,1,3,7,1,5,8,0,9,7,3,4,4,9,77,77,2,3,6,10,88,5,6,9,5,1,1,436,7,77,1,99,66,4,3,2,9,8,2,9,9,9,4,4,4,4,4,1,2,5,2,2,5,4,1,3,6,5,5,8,5,3,6,2,6,6,6,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,NA,NA,1,401575,"GB","21-01-2025 04:35:20","21-01-2025 04:35:20","21-01-2025 05:32:32"
6,9,6,4,5,7,3,5,5,3,8,6076,1,659,5,88,77,9,4,7,9,4,2,1,99,5,0,6,7,9,9,7,8,8,8,2,9,2,2,7,9,4,5,10,3,9,77,1,2,2,2,0,4,5,4,1,1,9,2,2,99,5,6,4,7,7,1,8,9,9,6,7,2,6,7,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,9999,2,7,1,2,65,66,91,6,283,4277,7,1,6,7,7,1,8,9,88,77,77,88,99,66,88,99,7777,9999,8888,9999,9999,7777,7777,7777,77,3,77,77,77,3,1,99,2,6,8,2,7,3,18,1,0,0,0,1,1,0,0,1,0,0,1,9,9,1,9999,3,66666,8,3,8,88888,2,5,555,666,77,8,9,2,6,2,1,1,2,1,1,1,0,1,1,0,1,1,1,0,1,0,0,99,1,6,888,3,5,9,99,9,9,7,9,9,7,7,2,2,2,2,1,5,2,0,5,1,6,6,5,6,3,3,3,9,0,2,6,6,1,0,8,1,9,2,6,5,2,3,10,4,0,10,8,8,4,3,9,657,9,0,7,2,0,9,1,8,7,1,9,2,9,3,3,7,7,2,4,2,4,1,5,1,7,3,4,5,6,4,3,4,5,4,1,6,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,4,NA,NA,2,401576,"NL","21-02-2025 03:19:53","21-02-2025 03:19:53","21-02-2025 05:53:04"
